product_id,source,source_url,product_url,name,brand,category,sub_category,price,currency,specification,colors,inventory_status,selling_points,detail,efficacy,applicable_people,not_suitable_people,usage_method,cautions,rating,ingredients,image_url,retrieved_at
makeup_api:469,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/saint-cosmetics-blush_116825.html,Saint Cosmetics Blush,,makeup,blush / powder,28.96,,,Cheeky Cherub (#F591A6) | Get Me To The Alter (#E88C90) | Luv Me Gently (#EE8581) | Passionate Plum (#C7797B) | Peaching To The Choir (#EC8389),unknown_public_dataset,blush | powder | Natural | Vegan | Gluten Free | Canadian,"Create naturally flushed looking cheeks with Saint Cosmetics' blush formulations. Designed to be worn alone or layered for more depth.Features: An ultra-blendable blush with a long-lasting formulaSilky smooth finishCreates a multi-dimensional lookMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",面部修饰/提亮 | 纯素标签,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/ed6e230c6394a3c6d1904fcd02a4ae3a_ra,w158,h184_pa,w158,h184.png",2026-06-26T07:36:49+00:00
makeup_api:507,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/saint-cosmetics-bronzer_116816.html,Saint Cosmetics Bronzer,,makeup,bronzer,30.96,,,Glowing Halo (#B77C59) | On Cloud 9 (#B98963),unknown_public_dataset,bronzer | Natural | Vegan | Gluten Free | Canadian,"Saint Cosmetics' velvety smooth bronzing formulation gives the skin a soft, healthy and naturally radiant skin.Features:Comes in a range of shades to enhance all complexionsLong- lastingProvides skin with a sun-kissed healthy glowMade in Canada from naturally derived ingredientsChemical Free, Vegan, Gluten Free",面部修饰/提亮 | 纯素标签,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/4f8578c9a7588249e95d463078b84de1_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:314,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-intense-i-color-everyday_106741.html,Almay Intense i-Color Everyday Neutrals for Blue Eyes,almay,makeup,eyeshadow,10.49,,,,unknown_public_dataset,eyeshadow | rating 4.0,"Almay Intense i-Color Everyday Neutrals are expertly coordinated palettes to make your eyes look brighter, bolder and more beautiful.Features:Perfectly enhances your eye color for every occasionEye-shaped palette allows for easy applicationCrease-resistant for all-day wearOphthalmologist testedSuitable for sensitive eyesHow to Apply:Apply bottom shade all over lidBlend the center shade into the creaseSweep top shade on to brow bone to highlight",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/d9b88855df583049fa9f995c88781338_ra,w158,h184_pa,w158,h184.png",2026-06-26T07:36:49+00:00
makeup_api:302,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-intense-i-color-liquid-shadow_84473.html,Almay Intense i-Color Liquid Shadow + Color Primer,almay,makeup,eyeshadow,10.99,,,Nude for green eyes (#A68B7D) | Amethyst for brown eyes (#997E8D) | Khaki for hazel eyes (#83795B),unknown_public_dataset,eyeshadow | rating 4.5,"One innovative product, two ways to double the impact of your unique eye color! Simply smooth the silky, weightless liquid over lids for a shimmering splash of eye-enhancing color, or top with powder shadow for an even bolder, longer lasting look. Either way, feel confident knowing that the built-in primer ensures that the multi-dimensional finish won’t crease, fade, or smudge all day!How to Use: Apply to the inner corner of the lid and blend outwards using fingers. Apply more for a bolder pop of color, or layer under your favorite intense i-color shadow kit for an even more intense look.",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.5,,"https://d3t32hsnjxo7q6.cloudfront.net/i/757cf4197fe84ed9c1e2c21ed63d1be3_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:45,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-intense-i-color-volumizing_84475.html,Almay Intense i-Color Volumizing Mascara,almay,makeup,mascara,10.99,,,Midnight for hazel eyes (#18191D) | Mocha for green eyes (#413736) | Plum for brown eyes (#3D303E) | Sapphire for blue eyes (#3B4356),unknown_public_dataset,mascara | rating 4.3,"Take your unique eye color to new limits with double the volume*, double the impact. Expertly coordinated shades with eye-brightening crystals create multi-dimensional amplification. The lash enhancing brush with volume-boosting grooves finds and flaunts every lash for big bold volume that won’t smudge or flake. *Achieved in one coat using 25 strokes",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.3,,"https://d3t32hsnjxo7q6.cloudfront.net/i/65c2bc9cc03b915be08e68b8e4acb919_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:231,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-intense-i-colour-bring-out_4442.html,Almay Intense i-Colour Bring Out Eyeliner,almay,makeup,eyeliner / pencil,10.99,,,Brown Topaz for Blue Eyes (#79361d) | Purple Amethyst Brown Eyes (#403D69) | Raisin Quartz for Green Eyes (#5E4643),unknown_public_dataset,eyeliner | pencil | rating 4.3,"Bring out your eye color with rich contrasting color! This eyeliner softly defines your eyes with a pearlescent color that will make your eye color pop. Comes with a convenient built in sharpener that ensures precise application— and resists smudging and fading throughout the day. Features: Hypoallergenic Non-irritating Ophthalmologist, Clinically and allergy tested Suitable for contact lens wearers",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.3,,"https://d3t32hsnjxo7q6.cloudfront.net/i/384c7e6d20cf4ad138b7120b43a8a310_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:178,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-intense-i-colour-play-up_4443.html,Almay Intense i-Colour Play Up Liquid Liner,almay,makeup,eyeliner / liquid,10.99,,,Black Pearl for Hazel Eyes (#000000) | Purple Amethyst for Brown Eyes (#6C446C),unknown_public_dataset,eyeliner | liquid | rating 4.0,Play up your eye color with dramatic contrasting color! Define your eyes with bold color. Comes with a precision tip applicator so you can smoothly and easily create a high impact look. Features: Hypoallergenic non-irritating Ophthalmologist Clinically and allergy tested Suitable for contact lens wearers,眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/6cf30fccb626b5b1eacc9db7b29dc6c2_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:185,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-liquid-liner_4466.html,Almay Liquid Liner,almay,makeup,eyeliner / liquid,10.99,,,Black (#210007) | Brown (#55020F),unknown_public_dataset,eyeliner | liquid | rating 4.2,"Get beautiful definition with this easy-to-use liquid liner. Water-resistant formula lasts up to 16 hours without irritation. Unique ""inkwell"" design delivers fresh liquid liner for each application. Flexible-tip applicator provides mistake-proof control. Hypoallergenic Non-irritating Ophthalmologist, clinically and allergy tested Suitable for contact lens wearers",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.2,,"https://d3t32hsnjxo7q6.cloudfront.net/i/e66b09555d41920597781babffee41dc_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:30,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-one-coat-get-up-grow-mascara_30881.html,Almay One Coat Get Up & Grow Mascara,almay,makeup,mascara,10.99,,,Blackest Black (#000000) | Black (#262633) | Black Brown (#413025),unknown_public_dataset,mascara | rating 4.3,Almay One Coat Get Up & Grow Mascara instantly lengthens and strengthens lashes every time you use it.Features: Anti-breakage pro-vitamin formula defends against damage so lashes continue to grow their longest Unique brush shape fits eye contours perfectly so that you reach every last lash in just one coat Clump free Extra gentle formula is safe even for sensitive eyes Hypoallergenic. Ophthalmologist Tested.,眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.3,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c4d0fba49172b419bc64cd92d31544c2_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:24,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-one-coat-thickening-mascara_17457.html,Almay One Coat Thickening Mascara,almay,makeup,mascara,10.99,,,Black (#262633) | Black Brown (#413025),unknown_public_dataset,mascara | rating 4.1,"Almay One Coat Thickening Mascara gives you up to 100% thicker lashes in one smooth, even coat. This volumizing formula builds lashes double thick in one quick, clump-free application. Nourishing formula is infused with aloe and vitamin B5 to help keep lashes conditioned and silky. Extra gentle, non irritating formula.Hypoallergenic. Ophthalmologist tested.",眼部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.1,,"https://d3t32hsnjxo7q6.cloudfront.net/i/a49009aa8bdc3aab2b07a78fbfe0bcb8_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:329,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-smart-shade-anti-aging_92874.html,Almay Smart Shade Anti-Aging Skintone Matching Makeup,almay,makeup,foundation / liquid,17.29,,,Light (#E3B591) | Light Medium (#E3B08F) | Medium (#D89A75),unknown_public_dataset,foundation | liquid | rating 4.2,"Almay Smart Shade™ anti-aging makeup makes it easy to find “the one” with just three skintone-adjusting shades to choose from, not hundreds! It adjusts to the natural tones and nuances of your skin with breakthrough new Almay ToneMimic™ shade-sensing bead technology which intuitively transforms to your skintone for your perfect shade while helping to erase flaws and imperfections. 4 out of 5 women saw an instant reduction in the appearance of fine lines and wrinkles. Helps protect against sun damage with broad spectrum SPF 20. HYPOALLERGENIC. DERMATOLOGIST TESTED. MADE FOR SENSITIVE SKIN. Shade Range:",底妆/均匀肤色,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.2,,"https://d3t32hsnjxo7q6.cloudfront.net/i/39ef46015c299f19fad898e6ce14f131_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
makeup_api:83,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-smart-shade-butter-kiss_101160.html,Almay Smart Shade Butter Kiss Lipstick,almay,makeup,lipstick / lipstick,8.99,,,Berry - light (#c66294) | Pink - light (#f3748f) | Nude - light (#eb796f) | Red - light (#f51f41) | Berry - light / medium (#d46179) | Pink - light / medium (#f05283) | Nude - light / medium (#af675e) | Red - light / medium (#cb1e4b) | Berry - medium (#9a3056) | Pink - medium (#dc4787) | Nude - medium (#763c36) | Red - medium (#9e1b3b),unknown_public_dataset,lipstick | lipstick,"Almay makes it easy to find your perfect lip color!Almay Smart Shade Butter Kiss™ Lipstick offers beautiful shades expertly coordinated to your unique skintone. The ultra-buttery formula drenches lips in hydration. In fact, 98% of women felt lips were instantly hydrated. Collect the perfect pink, berry, red and nude lipstick for your light, light/medium or medium skintone.Pure. Hypoallergenic. Dermatologist Tested.",唇部妆效,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,,,"https://d3t32hsnjxo7q6.cloudfront.net/i/c4033d18bed5b281e0340d437b81370c_ra,w158,h184_pa,w158,h184.jpg",2026-06-26T07:36:49+00:00
makeup_api:448,Makeup API,https://makeup-api.herokuapp.com/api/v1/products.json,https://well.ca/products/almay-smart-shade-powder-blush_84485.html,Almay Smart Shade Powder Blush,almay,makeup,blush / powder,14.49,,,Coral (#FB9485) | Nude (#E6AC96) | Pink (#E99DAA),unknown_public_dataset,blush | powder | rating 4.0,"Brighten up your complexion with smart shade™ powder blush. This lightweight, smooth formula glides on easily and evenly for a look of natural radiance. Three shades of bricked color swirl together to create the perfect blush shade for your skin.Application Tips: Swirl the brush across the top of the palette. Sweep across the apples of your cheeks. For an all-over glow, apply subtle strokes across the contours of your face.",面部修饰/提亮,需结合肤质、肤色、过敏史和使用场景判断,对配方成分过敏者；具体禁忌需参考商品页或包装,,公开 API 数据可能不是实时商品页信息；价格和库存需以商家实际页面为准,4.0,,"https://d3t32hsnjxo7q6.cloudfront.net/i/f939707421649b0ceab58c0534ec44de_ra,w158,h184_pa,w158,h184.jpeg",2026-06-26T07:36:49+00:00
